Potencial	Intensidad	Potencial	Intensidad
475.289	0.0608	--	--
474.293	0.0587	--	--
473.311	0.057	--	--
472.307	0.0543	--	--
471.308	0.0521	--	--
470.309	0.0503	--	--
469.297	0.0472	--	--
468.308	0.0454	--	--
467.314	0.0437	--	--
466.317	0.0406	--	--
465.314	0.0388	--	--
464.318	0.037	--	--
463.312	0.0345	--	--
462.321	0.0331	--	--
461.347	0.0315	--	--
460.346	0.0296	--	--
459.367	0.0276	--	--
458.353	0.0254	--	--
457.338	0.0234	--	--
456.315	0.0212	--	--
455.285	0.0193	--	--
454.3	0.0179	--	--
453.298	0.0151	--	--
452.32	0.0127	--	--
451.333	0.0105	--	--
450.329	0.0078	--	--
449.33	0.0066	--	--
448.31	0.0054	--	--
447.332	0.0035	--	--
446.332	0.0017	--	--
445.331	-4E-4	--	--
444.33	-0.003	--	--
443.31	-0.0048	--	--
442.309	-0.0065	--	--
441.319	-0.0079	--	--
440.34	-0.01	--	--
439.331	-0.012	--	--
438.328	-0.0135	--	--
437.321	-0.0162	--	--
436.321	-0.0179	--	--
435.33	-0.0193	--	--
434.34	-0.0225	--	--
433.34	-0.024	--	--
432.332	-0.0259	--	--
431.342	-0.0283	--	--
430.349	-0.0294	--	--
429.352	-0.0314	--	--
428.36	-0.0328	--	--
427.358	-0.0346	--	--
426.362	-0.0368	--	--
425.371	-0.0385	--	--
424.357	-0.0411	--	--
423.367	-0.0434	--	--
422.373	-0.0444	--	--
421.378	-0.0473	--	--
420.385	-0.0493	--	--
419.388	-0.0508	--	--
418.393	-0.0531	--	--
417.376	-0.0537	--	--
416.374	-0.0547	--	--
415.358	-0.0565	--	--
414.341	-0.0583	--	--
413.36	-0.0602	--	--
412.39	-0.0621	--	--
411.407	-0.0631	--	--
410.423	-0.0649	--	--
409.431	-0.0666	--	--
408.423	-0.0694	--	--
407.419	-0.0726	--	--
406.422	-0.0748	--	--
405.404	-0.0776	--	--
404.393	-0.0793	--	--
403.395	-0.0806	--	--
402.382	-0.0828	--	--
401.367	-0.0844	--	--
400.367	-0.0857	--	--
399.345	-0.0876	--	--
398.342	-0.0882	--	--
397.355	-0.0895	--	--
396.355	-0.0914	--	--
395.345	-0.0937	--	--
394.342	-0.0968	--	--
393.345	-0.099	--	--
392.338	-0.1015	--	--
391.359	-0.1031	--	--
390.358	-0.1041	--	--
389.358	-0.1063	--	--
388.343	-0.108	--	--
387.34	-0.1095	--	--
386.343	-0.1118	--	--
385.349	-0.1128	--	--
384.382	-0.1137	--	--
383.397	-0.1154	--	--
382.393	-0.1173	--	--
381.393	-0.1195	--	--
380.394	-0.1218	--	--
379.378	-0.1242	--	--
378.362	-0.1258	--	--
377.344	-0.1271	--	--
376.331	-0.1294	--	--
375.3	-0.131	--	--
374.305	-0.1321	--	--
373.309	-0.1347	--	--
372.304	-0.1359	--	--
371.343	-0.1365	--	--
370.358	-0.1392	--	--
369.365	-0.1404	--	--
368.366	-0.1426	--	--
367.365	-0.1448	--	--
366.361	-0.1462	--	--
365.355	-0.1478	--	--
364.372	-0.1493	--	--
363.361	-0.1515	--	--
362.355	-0.1533	--	--
361.345	-0.1549	--	--
360.328	-0.157	--	--
359.34	-0.1579	--	--
358.363	-0.1581	--	--
357.377	-0.1605	--	--
356.381	-0.1624	--	--
355.372	-0.1644	--	--
354.345	-0.1674	--	--
353.342	-0.1687	--	--
352.334	-0.1694	--	--
351.325	-0.1715	--	--
350.338	-0.173	--	--
349.318	-0.1752	--	--
348.305	-0.1769	--	--
347.316	-0.1785	--	--
346.303	-0.1797	--	--
345.328	-0.1804	--	--
344.348	-0.1829	--	--
343.342	-0.1845	--	--
342.337	-0.1857	--	--
341.326	-0.1882	--	--
340.309	-0.1891	--	--
339.311	-0.1899	--	--
338.323	-0.1926	--	--
337.324	-0.1943	--	--
336.323	-0.196	--	--
335.319	-0.1983	--	--
334.316	-0.1994	--	--
333.342	-0.2004	--	--
332.347	-0.2016	--	--
331.356	-0.2036	--	--
330.362	-0.2061	--	--
329.345	-0.2074	--	--
328.355	-0.2094	--	--
327.357	-0.2108	--	--
326.358	-0.2109	--	--
325.362	-0.2133	--	--
324.361	-0.2149	--	--
323.348	-0.2163	--	--
322.36	-0.2193	--	--
321.349	-0.2211	--	--
320.357	-0.2226	--	--
319.354	-0.2249	--	--
318.332	-0.2266	--	--
317.325	-0.2284	--	--
316.316	-0.2305	--	--
315.34	-0.2319	--	--
314.345	-0.2332	--	--
313.356	-0.2335	--	--
312.375	-0.2356	--	--
311.375	-0.2374	--	--
310.395	-0.2386	--	--
309.409	-0.2417	--	--
308.4	-0.2429	--	--
307.403	-0.2437	--	--
306.393	-0.2474	--	--
305.38	-0.2496	--	--
304.367	-0.2523	--	--
303.354	-0.2553	--	--
302.362	-0.2561	--	--
301.374	-0.2571	--	--
300.389	-0.2579	--	--
299.4	-0.2595	--	--
298.389	-0.261	--	--
297.371	-0.2624	--	--
296.358	-0.2643	--	--
295.356	-0.2661	--	--
294.364	-0.2672	--	--
293.361	-0.2701	--	--
292.361	-0.2726	--	--
291.353	-0.2747	--	--
290.335	-0.2782	--	--
289.347	-0.2794	--	--
288.367	-0.2804	--	--
287.349	-0.2818	--	--
286.375	-0.2831	--	--
285.368	-0.2848	--	--
284.351	-0.2869	--	--
283.372	-0.2887	--	--
282.366	-0.2905	--	--
281.376	-0.2927	--	--
280.364	-0.296	--	--
279.361	-0.2992	--	--
278.354	-0.3008	--	--
277.367	-0.3033	--	--
276.378	-0.3051	--	--
275.392	-0.3061	--	--
274.4	-0.3097	--	--
273.388	-0.3122	--	--
272.389	-0.3136	--	--
271.372	-0.3161	--	--
270.357	-0.3174	--	--
269.357	-0.3191	--	--
268.367	-0.3218	--	--
267.379	-0.3249	--	--
266.363	-0.3283	--	--
265.356	-0.3306	--	--
264.341	-0.3331	--	--
263.345	-0.335	--	--
262.372	-0.3357	--	--
261.37	-0.3389	--	--
260.38	-0.3414	--	--
259.368	-0.3434	--	--
258.379	-0.3468	--	--
257.393	-0.3479	--	--
256.406	-0.3493	--	--
255.422	-0.3523	--	--
254.415	-0.3554	--	--
253.406	-0.3593	--	--
252.388	-0.3634	--	--
251.378	-0.3666	--	--
250.368	-0.3689	--	--
249.359	-0.3693	--	--
248.361	-0.3718	--	--
247.347	-0.3742	--	--
246.358	-0.376	--	--
245.359	-0.3806	--	--
244.368	-0.3827	--	--
243.393	-0.3841	--	--
242.394	-0.3886	--	--
241.408	-0.392	--	--
240.402	-0.3949	--	--
239.385	-0.3989	--	--
238.372	-0.4009	--	--
237.365	-0.4033	--	--
236.366	-0.4066	--	--
235.373	-0.4101	--	--
234.364	-0.4139	--	--
233.373	-0.4164	--	--
232.38	-0.4198	--	--
231.387	-0.4221	--	--
230.425	-0.4234	--	--
229.421	-0.4277	--	--
228.41	-0.4314	--	--
227.404	-0.4351	--	--
226.389	-0.4401	--	--
225.392	-0.4434	--	--
224.415	-0.4464	--	--
223.438	-0.4502	--	--
222.436	-0.4535	--	--
221.436	-0.4568	--	--
220.415	-0.4597	--	--
219.395	-0.4631	--	--
218.398	-0.4666	--	--
217.404	-0.4691	--	--
216.428	-0.473	--	--
215.432	-0.4766	--	--
214.438	-0.4788	--	--
213.437	-0.4828	--	--
212.43	-0.4862	--	--
211.418	-0.4879	--	--
210.418	-0.4924	--	--
209.422	-0.4959	--	--
208.418	-0.4991	--	--
207.448	-0.5033	--	--
206.447	-0.506	--	--
205.444	-0.5087	--	--
204.439	-0.5114	--	--
203.428	-0.5154	--	--
202.423	-0.5201	--	--
201.419	-0.5236	--	--
200.426	-0.5283	--	--
199.423	-0.5314	--	--
198.42	-0.5334	--	--
197.422	-0.5384	--	--
196.416	-0.5417	--	--
195.415	-0.5452	--	--
194.409	-0.5493	--	--
193.407	-0.5512	--	--
192.408	-0.5536	--	--
191.412	-0.5582	--	--
190.426	-0.5618	--	--
189.429	-0.5657	--	--
188.443	-0.5688	--	--
187.428	-0.5702	--	--
186.411	-0.5721	--	--
185.411	-0.5737	--	--
184.415	-0.5774	--	--
183.417	-0.5808	--	--
182.436	-0.5829	--	--
181.434	-0.5869	--	--
180.423	-0.5882	--	--
179.435	-0.5899	--	--
178.416	-0.5937	--	--
177.428	-0.596	--	--
176.427	-0.5997	--	--
175.419	-0.6029	--	--
174.422	-0.6043	--	--
173.418	-0.6063	--	--
172.413	-0.6078	--	--
171.417	-0.6105	--	--
170.4	-0.6137	--	--
169.383	-0.6152	--	--
168.379	-0.6177	--	--
167.389	-0.6192	--	--
166.411	-0.6205	--	--
165.422	-0.6245	--	--
164.421	-0.6269	--	--
163.405	-0.6281	--	--
162.399	-0.6307	--	--
161.39	-0.6304	--	--
160.399	-0.6311	--	--
159.417	-0.6335	--	--
158.424	-0.6344	--	--
157.447	-0.637	--	--
156.454	-0.6384	--	--
155.455	-0.6396	--	--
154.454	-0.6415	--	--
153.449	-0.6419	--	--
152.447	-0.6446	--	--
151.444	-0.6468	--	--
150.453	-0.6478	--	--
149.47	-0.6509	--	--
148.461	-0.6525	--	--
147.456	-0.6529	--	--
146.456	-0.6552	--	--
145.428	-0.6556	--	--
144.439	-0.6558	--	--
143.422	-0.657	--	--
142.417	-0.6573	--	--
141.4	-0.6586	--	--
140.404	-0.6596	--	--
139.409	-0.6614	--	--
138.406	-0.6633	--	--
137.424	-0.6632	--	--
136.401	-0.6643	--	--
135.406	-0.6645	--	--
134.409	-0.6638	--	--
133.402	-0.6658	--	--
132.413	-0.6666	--	--
131.419	-0.6677	--	--
130.413	-0.6697	--	--
129.423	-0.6698	--	--
128.432	-0.6698	--	--
127.448	-0.671	--	--
126.475	-0.6719	--	--
125.478	-0.6739	--	--
124.463	-0.6759	--	--
123.451	-0.6763	--	--
122.438	-0.6767	--	--
121.441	-0.6761	--	--
120.462	-0.6766	--	--
119.451	-0.6773	--	--
118.455	-0.6771	--	--
117.452	-0.6782	--	--
116.455	-0.6777	--	--
115.476	-0.6771	--	--
114.467	-0.6796	--	--
113.462	-0.6807	--	--
112.437	-0.6824	--	--
111.421	-0.6849	--	--
110.436	-0.6842	--	--
109.436	-0.6839	--	--
108.448	-0.684	--	--
107.444	-0.6842	--	--
106.439	-0.6856	--	--
105.447	-0.6857	--	--
104.45	-0.6861	--	--
103.484	-0.6857	--	--
102.509	-0.6851	--	--
101.508	-0.6879	--	--
100.514	-0.6898	--	--
99.516	-0.6919	--	--
98.499	-0.6952	--	--
97.481	-0.6943	--	--
96.468	-0.6939	--	--
95.448	-0.6939	--	--
94.452	-0.693	--	--
93.465	-0.695	--	--
92.458	-0.6957	--	--
91.439	-0.6963	--	--
90.421	-0.6979	--	--
89.425	-0.6974	--	--
88.427	-0.6995	--	--
87.45	-0.7002	--	--
86.452	-0.6996	--	--
85.453	-0.7008	--	--
84.44	-0.7004	--	--
83.43	-0.6999	--	--
82.44	-0.7016	--	--
81.432	-0.7021	--	--
80.455	-0.7029	--	--
79.46	-0.7045	--	--
78.452	-0.7038	--	--
77.473	-0.7039	--	--
76.475	-0.7038	--	--
75.481	-0.7045	--	--
74.484	-0.7064	--	--
73.484	-0.7074	--	--
72.497	-0.7089	--	--
71.483	-0.7091	--	--
70.484	-0.7076	--	--
69.479	-0.7091	--	--
68.457	-0.7105	--	--
67.457	-0.7112	--	--
66.446	-0.7134	--	--
65.441	-0.7132	--	--
64.455	-0.7119	--	--
63.464	-0.7129	--	--
62.468	-0.7127	--	--
61.474	-0.7137	--	--
60.456	-0.7154	--	--
59.46	-0.716	--	--
58.445	-0.7178	--	--
57.44	-0.7181	--	--
56.446	-0.7199	--	--
55.43	-0.7206	--	--
54.45	-0.7196	--	--
53.468	-0.7212	--	--
52.483	-0.7208	--	--
51.52	-0.7204	--	--
50.534	-0.7232	--	--
49.525	-0.7232	--	--
48.51	-0.7238	--	--
47.495	-0.7256	--	--
46.47	-0.7255	--	--
45.471	-0.7268	--	--
44.494	-0.7278	--	--
43.507	-0.7281	--	--
42.508	-0.7296	--	--
41.503	-0.7298	--	--
40.494	-0.7311	--	--
39.473	-0.7327	--	--
38.476	-0.7326	--	--
37.49	-0.7327	--	--
36.486	-0.733	--	--
35.488	-0.7331	--	--
34.498	-0.7337	--	--
33.488	-0.7339	--	--
32.478	-0.7333	--	--
31.464	-0.7333	--	--
30.461	-0.734	--	--
29.464	-0.7355	--	--
28.482	-0.7365	--	--
27.495	-0.7371	--	--
26.503	-0.737	--	--
25.517	-0.7366	--	--
24.531	-0.7385	--	--
23.535	-0.7405	--	--
22.537	-0.7411	--	--
21.512	-0.743	--	--
20.503	-0.7431	--	--
19.511	-0.7419	--	--
18.5	-0.7438	--	--
17.505	-0.7447	--	--
16.497	-0.7447	--	--
15.482	-0.7469	--	--
14.485	-0.7462	--	--
13.497	-0.7464	--	--
12.512	-0.7471	--	--
11.532	-0.7477	--	--
10.509	-0.7495	--	--
9.502	-0.7494	--	--
8.494	-0.7507	--	--
7.496	-0.7503	--	--
6.537	-0.7488	--	--
5.536	-0.75	--	--
4.545	-0.7503	--	--
3.537	-0.7507	--	--
2.532	-0.7524	--	--
1.548	-0.7521	--	--
0.58	-0.752	--	--
-0.38	-0.7503	--	--
-1.336	-0.7506	--	--
-2.315	-0.752	--	--
-3.307	-0.7531	--	--
-4.315	-0.7567	--	--
-5.332	-0.7578	--	--
-6.335	-0.7573	--	--
-7.353	-0.7583	--	--
-8.35	-0.7586	--	--
-9.362	-0.7581	--	--
-10.354	-0.7599	--	--
-11.348	-0.7602	--	--
-12.34	-0.76	--	--
-13.332	-0.7626	--	--
-14.342	-0.7634	--	--
-15.355	-0.764	--	--
-16.378	-0.7661	--	--
-17.376	-0.7655	--	--
-18.384	-0.7661	--	--
-19.375	-0.766	--	--
-20.361	-0.7658	--	--
-21.37	-0.7667	--	--
-22.352	-0.7664	--	--
-23.346	-0.7666	--	--
-24.353	-0.7669	--	--
-25.348	-0.7664	--	--
-26.342	-0.7676	--	--
-27.365	-0.7689	--	--
-28.357	-0.7698	--	--
-29.348	-0.7721	--	--
-30.341	-0.7722	--	--
-31.319	-0.7726	--	--
-32.314	-0.773	--	--
-33.322	-0.7712	--	--
-34.345	-0.7715	--	--
-35.358	-0.7723	--	--
-36.379	-0.7723	--	--
-37.379	-0.7726	--	--
-38.367	-0.7718	--	--
-39.357	-0.7708	--	--
-40.343	-0.7709	--	--
-41.334	-0.7708	--	--
-42.346	-0.7727	--	--
-43.359	-0.7737	--	--
-44.346	-0.7739	--	--
-45.347	-0.7762	--	--
-46.342	-0.7763	--	--
-47.326	-0.7778	--	--
-48.335	-0.7774	--	--
-49.329	-0.778	--	--
-50.321	-0.7757	--	--
-51.303	-0.7727	--	--
-52.3	-0.7746	--	--
-53.33	-0.7746	--	--
-54.333	-0.7777	--	--
-55.352	-0.7795	--	--
-56.363	-0.7794	--	--
-57.336	-0.7768	--	--
-58.338	-0.7771	--	--
-59.356	-0.7771	--	--
-60.345	-0.7761	--	--
-61.338	-0.7786	--	--
-62.342	-0.7795	--	--
-63.323	-0.7801	--	--
-64.327	-0.7814	--	--
-65.345	-0.7827	--	--
-66.343	-0.7817	--	--
-67.357	-0.7831	--	--
-68.366	-0.783	--	--
-69.366	-0.7826	--	--
-70.362	-0.783	--	--
-71.345	-0.7842	--	--
-72.349	-0.7849	--	--
-73.351	-0.7851	--	--
-74.366	-0.7864	--	--
-75.38	-0.7843	--	--
-76.375	-0.7826	--	--
-77.369	-0.7835	--	--
-78.356	-0.7834	--	--
-79.351	-0.7826	--	--
-80.33	-0.7843	--	--
-81.323	-0.782	--	--
-82.329	-0.7797	--	--
-83.338	-0.7816	--	--
-84.355	-0.7825	--	--
-85.363	-0.7845	--	--
-86.369	-0.7833	--	--
-87.365	-0.7813	--	--
-88.367	-0.7795	--	--
-89.358	-0.7769	--	--
-90.33	-0.7797	--	--
-91.345	-0.7793	--	--
-92.339	-0.7789	--	--
-93.333	-0.7792	--	--
-94.346	-0.7768	--	--
-95.327	-0.7767	--	--
-96.329	-0.7774	--	--
-97.338	-0.7785	--	--
-98.016	-0.7413	--	--
-98.194	-0.6916	--	--
-97.897	-0.6359	--	--
-97.091	-0.5746	--	--
-96.1	-0.5485	--	--
-95.105	-0.5308	--	--
-94.083	-0.5154	--	--
-93.091	-0.5014	--	--
-92.089	-0.49	--	--
-91.084	-0.4795	--	--
-90.091	-0.4689	--	--
-89.091	-0.4601	--	--
-88.109	-0.45	--	--
-87.115	-0.4405	--	--
-86.117	-0.4326	--	--
-85.107	-0.4235	--	--
-84.097	-0.4165	--	--
-83.113	-0.4097	--	--
-82.109	-0.4028	--	--
-81.112	-0.3977	--	--
-80.113	-0.3902	--	--
-79.114	-0.3846	--	--
-78.123	-0.3794	--	--
-77.121	-0.3727	--	--
-76.124	-0.3694	--	--
-75.115	-0.3637	--	--
-74.114	-0.3579	--	--
-73.116	-0.3543	--	--
-72.117	-0.3489	--	--
-71.133	-0.3442	--	--
-70.132	-0.3397	--	--
-69.145	-0.3343	--	--
-68.151	-0.3288	--	--
-67.133	-0.3235	--	--
-66.124	-0.3188	--	--
-65.116	-0.3144	--	--
-64.111	-0.3099	--	--
-63.103	-0.306	--	--
-62.106	-0.3013	--	--
-61.091	-0.2962	--	--
-60.102	-0.2924	--	--
-59.102	-0.288	--	--
-58.096	-0.2834	--	--
-57.097	-0.2794	--	--
-56.077	-0.2751	--	--
-55.063	-0.2699	--	--
-54.073	-0.2661	--	--
-53.074	-0.2622	--	--
-52.081	-0.2575	--	--
-51.105	-0.2548	--	--
-50.107	-0.2512	--	--
-49.101	-0.2481	--	--
-48.108	-0.2441	--	--
-47.116	-0.241	--	--
-46.123	-0.2371	--	--
-45.13	-0.2318	--	--
-44.115	-0.2299	--	--
-43.106	-0.2256	--	--
-42.104	-0.2217	--	--
-41.103	-0.2196	--	--
-40.103	-0.2151	--	--
-39.096	-0.2121	--	--
-38.095	-0.2093	--	--
-37.106	-0.2055	--	--
-36.114	-0.2026	--	--
-35.111	-0.1986	--	--
-34.099	-0.1952	--	--
-33.093	-0.1921	--	--
-32.077	-0.1879	--	--
-31.069	-0.1852	--	--
-30.075	-0.1816	--	--
-29.075	-0.1768	--	--
-28.082	-0.1749	--	--
-27.08	-0.1717	--	--
-26.101	-0.1679	--	--
-25.102	-0.166	--	--
-24.108	-0.1614	--	--
-23.137	-0.1569	--	--
-22.127	-0.1538	--	--
-21.126	-0.1494	--	--
-20.141	-0.1459	--	--
-19.143	-0.1416	--	--
-18.149	-0.1351	--	--
-17.148	-0.1308	--	--
-16.14	-0.1263	--	--
-15.121	-0.125	--	--
-14.102	-0.126	--	--
-13.093	-0.1244	--	--
-12.074	-0.1241	--	--
-11.078	-0.1215	--	--
-10.075	-0.1179	--	--
-9.077	-0.116	--	--
-8.085	-0.1122	--	--
-7.079	-0.1084	--	--
-6.101	-0.1053	--	--
-5.108	-0.101	--	--
-4.101	-0.0971	--	--
-3.114	-0.0963	--	--
-2.125	-0.0944	--	--
-1.174	-0.0928	--	--
-0.238	-0.0902	--	--
0.743	-0.0856	--	--
1.752	-0.082	--	--
2.8	-0.0775	--	--
3.826	-0.0743	--	--
4.834	-0.0688	--	--
5.832	-0.0646	--	--
6.779	-0.0627	--	--
7.773	-0.0596	--	--
8.749	-0.0578	--	--
9.735	-0.0557	--	--
10.748	-0.0524	--	--
11.748	-0.0503	--	--
12.749	-0.0483	--	--
13.759	-0.0455	--	--
14.751	-0.0424	--	--
15.747	-0.0385	--	--
16.743	-0.0356	--	--
17.749	-0.0325	--	--
18.756	-0.0293	--	--
19.762	-0.0276	--	--
20.766	-0.0245	--	--
21.758	-0.0212	--	--
22.773	-0.0199	--	--
23.768	-0.0172	--	--
24.779	-0.0154	--	--
25.779	-0.0143	--	--
26.761	-0.0114	--	--
27.75	-0.0088	--	--
28.746	-0.006	--	--
29.74	-0.0036	--	--
30.725	-7E-4	--	--
31.733	0.0022	--	--
32.722	0.0046	--	--
33.716	0.0077	--	--
34.727	0.0114	--	--
35.719	0.0139	--	--
36.711	0.017	--	--
37.708	0.0203	--	--
38.701	0.0213	--	--
39.702	0.0246	--	--
40.707	0.0276	--	--
41.705	0.0301	--	--
42.722	0.0337	--	--
43.718	0.0354	--	--
44.714	0.0375	--	--
45.716	0.0404	--	--
46.713	0.0432	--	--
47.73	0.0473	--	--
48.743	0.0488	--	--
49.747	0.0502	--	--
50.748	0.0521	--	--
51.742	0.0523	--	--
52.722	0.0556	--	--
53.729	0.0598	--	--
54.733	0.0619	--	--
55.73	0.0651	--	--
56.736	0.0677	--	--
57.732	0.0694	--	--
58.717	0.073	--	--
59.724	0.0765	--	--
60.714	0.0803	--	--
61.699	0.0825	--	--
62.692	0.0844	--	--
63.683	0.0869	--	--
64.697	0.0876	--	--
65.708	0.0897	--	--
66.717	0.0938	--	--
67.724	0.0945	--	--
68.724	0.0968	--	--
69.721	0.1005	--	--
70.729	0.1013	--	--
71.715	0.1052	--	--
72.722	0.1089	--	--
73.729	0.1106	--	--
74.722	0.1134	--	--
75.731	0.1145	--	--
76.732	0.1159	--	--
77.716	0.1176	--	--
78.71	0.1204	--	--
79.708	0.1243	--	--
80.697	0.1264	--	--
81.701	0.1301	--	--
82.695	0.1334	--	--
83.675	0.1352	--	--
84.66	0.1394	--	--
85.663	0.1426	--	--
86.667	0.1427	--	--
87.693	0.146	--	--
88.717	0.1481	--	--
89.709	0.1491	--	--
90.709	0.153	--	--
91.709	0.1556	--	--
92.716	0.1582	--	--
93.724	0.1616	--	--
94.738	0.1636	--	--
95.736	0.1651	--	--
96.724	0.1653	--	--
97.727	0.1689	--	--
98.722	0.1735	--	--
99.727	0.1752	--	--
100.742	0.1799	--	--
101.757	0.1822	--	--
102.767	0.1827	--	--
103.756	0.1866	--	--
104.748	0.1894	--	--
105.731	0.1905	--	--
106.702	0.1916	--	--
107.689	0.1941	--	--
108.673	0.1959	--	--
109.652	0.1976	--	--
110.683	0.2009	--	--
111.687	0.2037	--	--
112.689	0.2054	--	--
113.697	0.209	--	--
114.677	0.2081	--	--
115.682	0.2065	--	--
116.691	0.2099	--	--
117.696	0.2137	--	--
118.682	0.2201	--	--
119.674	0.2266	--	--
120.674	0.229	--	--
121.681	0.2314	--	--
122.7	0.2348	--	--
123.701	0.2364	--	--
124.693	0.2387	--	--
125.67	0.2343	--	--
126.654	0.2328	--	--
127.662	0.2362	--	--
128.655	0.239	--	--
129.672	0.2494	--	--
130.682	0.2541	--	--
131.685	0.2545	--	--
132.686	0.2564	--	--
133.681	0.2566	--	--
134.669	0.2593	--	--
135.672	0.2636	--	--
136.669	0.2681	--	--
137.665	0.2708	--	--
138.672	0.2751	--	--
139.658	0.2742	--	--
140.656	0.2764	--	--
141.647	0.2823	--	--
142.638	0.2871	--	--
143.633	0.2957	--	--
144.634	0.295	--	--
145.643	0.2924	--	--
146.652	0.291	--	--
147.669	0.2908	--	--
148.656	0.2955	--	--
149.676	0.3058	--	--
150.684	0.313	--	--
151.669	0.3165	--	--
152.696	0.3197	--	--
153.678	0.3168	--	--
154.668	0.3148	--	--
155.66	0.3128	--	--
156.66	0.3031	--	--
157.661	0.311	--	--
158.67	0.3184	--	--
159.676	0.3291	--	--
160.649	0.3465	--	--
161.642	0.3484	--	--
162.637	0.3551	--	--
163.639	0.3567	--	--
164.658	0.3589	--	--
165.651	0.3556	--	--
166.643	0.3518	--	--
167.67	0.3556	--	--
168.677	0.3599	--	--
169.693	0.37	--	--
170.708	0.3774	--	--
171.69	0.3797	--	--
172.691	0.3831	--	--
173.688	0.3839	--	--
174.686	0.3847	--	--
175.688	0.3873	--	--
176.69	0.3871	--	--
177.663	0.3884	--	--
178.653	0.3927	--	--
179.639	0.3942	--	--
180.624	0.3985	--	--
181.652	0.4014	--	--
182.649	0.4019	--	--
183.647	0.4056	--	--
184.636	0.4095	--	--
185.632	0.4124	--	--
186.647	0.4159	--	--
187.645	0.4191	--	--
188.676	0.4232	--	--
189.674	0.4264	--	--
190.673	0.4291	--	--
191.693	0.4327	--	--
192.688	0.4334	--	--
193.69	0.436	--	--
194.694	0.4397	--	--
195.685	0.4404	--	--
196.681	0.4382	--	--
197.693	0.4398	--	--
198.683	0.4402	--	--
199.689	0.4414	--	--
200.691	0.446	--	--
201.696	0.4448	--	--
202.693	0.4451	--	--
203.706	0.446	--	--
204.713	0.4495	--	--
205.705	0.4542	--	--
206.706	0.458	--	--
207.677	0.4646	--	--
208.666	0.4686	--	--
209.667	0.472	--	--
210.659	0.4769	--	--
211.666	0.4767	--	--
212.646	0.4788	--	--
213.639	0.4842	--	--
214.642	0.4887	--	--
215.649	0.4949	--	--
216.662	0.4977	--	--
217.661	0.4973	--	--
218.664	0.4978	--	--
219.651	0.4996	--	--
220.64	0.5022	--	--
221.63	0.5045	--	--
222.644	0.5051	--	--
223.641	0.5053	--	--
224.652	0.5056	--	--
225.635	0.5076	--	--
226.624	0.511	--	--
227.64	0.5094	--	--
228.629	0.5115	--	--
229.648	0.5119	--	--
230.637	0.5124	--	--
231.619	0.5167	--	--
232.607	0.5138	--	--
233.599	0.5144	--	--
234.605	0.5146	--	--
235.591	0.5166	--	--
236.598	0.5204	--	--
237.604	0.524	--	--
238.592	0.527	--	--
239.605	0.5339	--	--
240.611	0.5359	--	--
241.626	0.5356	--	--
242.628	0.5361	--	--
243.636	0.5291	--	--
244.652	0.5316	--	--
245.638	0.5303	--	--
246.645	0.5269	--	--
247.629	0.5291	--	--
248.617	0.5266	--	--
249.614	0.5322	--	--
250.616	0.5363	--	--
251.651	0.5364	--	--
252.666	0.5398	--	--
253.667	0.538	--	--
254.676	0.5354	--	--
255.657	0.5359	--	--
256.638	0.5356	--	--
257.646	0.5361	--	--
258.648	0.5413	--	--
259.649	0.5393	--	--
260.643	0.5371	--	--
261.626	0.5364	--	--
262.601	0.5331	--	--
263.584	0.5368	--	--
264.583	0.5392	--	--
265.585	0.5364	--	--
266.599	0.5361	--	--
267.61	0.5334	--	--
268.609	0.5302	--	--
269.614	0.5288	--	--
270.608	0.5284	--	--
271.626	0.5307	--	--
272.633	0.535	--	--
273.628	0.5413	--	--
274.626	0.5416	--	--
275.603	0.5374	--	--
276.595	0.5336	--	--
277.598	0.5205	--	--
278.613	0.517	--	--
279.627	0.5182	--	--
280.616	0.522	--	--
281.609	0.5335	--	--
282.599	0.5415	--	--
283.558	0.5528	--	--
284.582	0.5513	--	--
285.578	0.5469	--	--
286.568	0.5409	--	--
287.591	0.528	--	--
288.576	0.5324	--	--
289.571	0.5377	--	--
290.584	0.54	--	--
291.601	0.5472	--	--
292.627	0.5367	--	--
293.629	0.5344	--	--
294.61	0.5367	--	--
295.593	0.5355	--	--
296.578	0.5375	--	--
297.581	0.5388	--	--
298.593	0.5477	--	--
299.595	0.5477	--	--
300.609	0.5505	--	--
301.6	0.5501	--	--
302.606	0.5402	--	--
303.625	0.5372	--	--
304.645	0.5387	--	--
305.658	0.5341	--	--
306.663	0.5309	--	--
307.641	0.5234	--	--
308.594	0.5216	--	--
309.592	0.5304	--	--
310.594	0.5365	--	--
311.588	0.5469	--	--
312.583	0.5457	--	--
313.581	0.5387	--	--
314.572	0.5265	--	--
315.594	0.5183	--	--
316.595	0.5148	--	--
317.615	0.5199	--	--
318.596	0.5284	--	--
319.582	0.5339	--	--
320.597	0.5359	--	--
321.569	0.5329	--	--
322.577	0.5307	--	--
323.583	0.5247	--	--
324.575	0.527	--	--
325.586	0.5311	--	--
326.594	0.5299	--	--
327.586	0.5366	--	--
328.586	0.5378	--	--
329.605	0.5345	--	--
330.585	0.5367	--	--
331.581	0.5359	--	--
332.578	0.5374	--	--
333.539	0.5383	--	--
334.553	0.538	--	--
335.534	0.5393	--	--
336.529	0.5366	--	--
337.538	0.5364	--	--
338.529	0.538	--	--
